"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2935","should create a todo and return all required fields @smoke","chromium","Fri Jun 12 08:53:06 UTC 2026","passed","Fri Jun 12 08:53:09 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","1764","should return 400 when title is null @smoke","firefox","Fri Jun 12 08:53:44 UTC 2026","passed","Fri Jun 12 08:53:46 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","1694","should return 400 when title contains only whitespace @smoke","firefox","Fri Jun 12 08:53:46 UTC 2026","passed","Fri Jun 12 08:53:47 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","1972","should return 400 when title is missing @smoke","chromium","Fri Jun 12 08:53:09 UTC 2026","passed","Fri Jun 12 08:53:11 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","1706","should return 400 when payload is empty @smoke","firefox","Fri Jun 12 08:53:47 UTC 2026","passed","Fri Jun 12 08:53:49 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","1705","should return 400 when title is missing @smoke","firefox","Fri Jun 12 08:53:40 UTC 2026","passed","Fri Jun 12 08:53:42 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","1692","should return 400 when title is an empty string @smoke","chromium","Fri Jun 12 08:53:11 UTC 2026","passed","Fri Jun 12 08:53:13 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2198","should store and return special characters exactly as sent @smoke","webkit","Fri Jun 12 08:54:21 UTC 2026","passed","Fri Jun 12 08:54:23 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2290","should store and return special characters exactly as sent @smoke","chromium","Fri Jun 12 08:53:21 UTC 2026","passed","Fri Jun 12 08:53:23 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2365","should create a todo and return all required fields @smoke","firefox","Fri Jun 12 08:53:38 UTC 2026","passed","Fri Jun 12 08:53:40 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","3578","should return only the authenticated user's todos @smoke","chromium","Fri Jun 12 08:53:28 UTC 2026","passed","Fri Jun 12 08:53:31 UTC 2026","Todos API > GET /api/todos","api/todos.spec.ts","",""
"","2181","should store and return unicode characters exactly as sent @smoke","webkit","Fri Jun 12 08:54:23 UTC 2026","passed","Fri Jun 12 08:54:26 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2760","should return only the authenticated user's todos @smoke","firefox","Fri Jun 12 08:53:58 UTC 2026","passed","Fri Jun 12 08:54:01 UTC 2026","Todos API > GET /api/todos","api/todos.spec.ts","",""
"","1784","should return 400 when title contains only whitespace @smoke","webkit","Fri Jun 12 08:54:15 UTC 2026","passed","Fri Jun 12 08:54:17 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2920","should persist updated fields in both response and full list @smoke","firefox","Fri Jun 12 08:54:01 UTC 2026","passed","Fri Jun 12 08:54:04 UTC 2026","Todos API > PUT /api/todos/:id","api/todos.spec.ts","",""
"","97","should return 401 when token is invalid or expired @smoke","chromium","Fri Jun 12 08:53:19 UTC 2026","passed","Fri Jun 12 08:53:19 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2220","should persist a title at maximum length without truncation @smoke","chromium","Fri Jun 12 08:53:19 UTC 2026","passed","Fri Jun 12 08:53:21 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2626","should return only the authenticated user's todos @smoke","webkit","Fri Jun 12 08:54:28 UTC 2026","passed","Fri Jun 12 08:54:30 UTC 2026","Todos API > GET /api/todos","api/todos.spec.ts","",""
"","2316","should accept and persist completed: true on creation @smoke","firefox","Fri Jun 12 08:53:56 UTC 2026","passed","Fri Jun 12 08:53:58 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2082","should return 400 when title contains only whitespace @smoke","chromium","Fri Jun 12 08:53:14 UTC 2026","passed","Fri Jun 12 08:53:16 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2634","should delete the todo and return 404 on subsequent fetch @smoke","chromium","Fri Jun 12 08:53:34 UTC 2026","passed","Fri Jun 12 08:53:37 UTC 2026","Todos API > DELETE /api/todos/:id","api/todos.spec.ts","",""
"","2886","should persist updated fields in both response and full list @smoke","webkit","Fri Jun 12 08:54:30 UTC 2026","passed","Fri Jun 12 08:54:33 UTC 2026","Todos API > PUT /api/todos/:id","api/todos.spec.ts","",""
"","1783","should return 400 when title is null @smoke","chromium","Fri Jun 12 08:53:13 UTC 2026","passed","Fri Jun 12 08:53:14 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2926","should persist updated fields in both response and full list @smoke","chromium","Fri Jun 12 08:53:31 UTC 2026","passed","Fri Jun 12 08:53:34 UTC 2026","Todos API > PUT /api/todos/:id","api/todos.spec.ts","",""
"","1613","should return 400 when title is null @smoke","webkit","Fri Jun 12 08:54:14 UTC 2026","passed","Fri Jun 12 08:54:15 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2177","should accept and persist completed: true on creation @smoke","chromium","Fri Jun 12 08:53:26 UTC 2026","passed","Fri Jun 12 08:53:28 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2200","should accept and persist completed: true on creation @smoke","webkit","Fri Jun 12 08:54:26 UTC 2026","passed","Fri Jun 12 08:54:28 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2261","should store and return unicode characters exactly as sent @smoke","chromium","Fri Jun 12 08:53:23 UTC 2026","passed","Fri Jun 12 08:53:26 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2795","should delete the todo and return 404 on subsequent fetch @smoke","firefox","Fri Jun 12 08:54:04 UTC 2026","passed","Fri Jun 12 08:54:07 UTC 2026","Todos API > DELETE /api/todos/:id","api/todos.spec.ts","",""
"","2098","should return 400 when payload is empty @smoke","chromium","Fri Jun 12 08:53:17 UTC 2026","passed","Fri Jun 12 08:53:19 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2222","should persist a title at maximum length without truncation @smoke","firefox","Fri Jun 12 08:53:49 UTC 2026","passed","Fri Jun 12 08:53:51 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","1759","should return 400 when title is an empty string @smoke","webkit","Fri Jun 12 08:54:12 UTC 2026","passed","Fri Jun 12 08:54:14 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2246","should store and return unicode characters exactly as sent @smoke","firefox","Fri Jun 12 08:53:54 UTC 2026","passed","Fri Jun 12 08:53:56 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","85","should return 401 when token is invalid or expired @smoke","webkit","Fri Jun 12 08:54:19 UTC 2026","passed","Fri Jun 12 08:54:19 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","95","should return 401 when token is invalid or expired @smoke","firefox","Fri Jun 12 08:53:49 UTC 2026","passed","Fri Jun 12 08:53:49 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","1622","should return 400 when title is missing @smoke","webkit","Fri Jun 12 08:54:10 UTC 2026","passed","Fri Jun 12 08:54:12 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2719","should delete the todo and return 404 on subsequent fetch @smoke","webkit","Fri Jun 12 08:54:33 UTC 2026","passed","Fri Jun 12 08:54:36 UTC 2026","Todos API > DELETE /api/todos/:id","api/todos.spec.ts","",""
"","1694","should return 400 when title is an empty string @smoke","firefox","Fri Jun 12 08:53:42 UTC 2026","passed","Fri Jun 12 08:53:44 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2223","should persist a title at maximum length without truncation @smoke","webkit","Fri Jun 12 08:54:19 UTC 2026","passed","Fri Jun 12 08:54:21 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","90","should return 401 when Authorization header is missing @smoke","firefox","Fri Jun 12 08:53:49 UTC 2026","passed","Fri Jun 12 08:53:49 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","87","should return 401 when Authorization header is missing @smoke","webkit","Fri Jun 12 08:54:19 UTC 2026","passed","Fri Jun 12 08:54:19 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2388","should create a todo and return all required fields @smoke","webkit","Fri Jun 12 08:54:08 UTC 2026","passed","Fri Jun 12 08:54:10 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","2214","should store and return special characters exactly as sent @smoke","firefox","Fri Jun 12 08:53:51 UTC 2026","passed","Fri Jun 12 08:53:54 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","1802","should return 400 when payload is empty @smoke","webkit","Fri Jun 12 08:54:17 UTC 2026","passed","Fri Jun 12 08:54:19 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
"","92","should return 401 when Authorization header is missing @smoke","chromium","Fri Jun 12 08:53:19 UTC 2026","passed","Fri Jun 12 08:53:19 UTC 2026","Todos API > POST /api/todos","api/todos.spec.ts","",""
